axis,axis_bin,axis_min,axis_max,par_0,par_1,par_2,err_0,err_1,err_2,bootstraps_0,bootstraps_1,bootstraps_2
missing_mass,0,0.3313630223274231,1.4727568626403809,0.027908986434340477,-9.397813638400976e-10,9.352185692534931e-10,0.006865033879876137,3.3528307907815247e-10,3.4780733848549517e-10,"[0.03270857 0.02126981 0.01517828 0.03233768 0.01645588 0.03244445
 0.03592782 0.02758919 0.03726096 0.0339015  0.03487147 0.02829787
 0.03514168 0.03231232 0.02333871 0.03741534 0.02606193 0.02748547
 0.01333598 0.03378069 0.01670917 0.02510514 0.03406416 0.02623256
 0.02907629 0.028876   0.01794448 0.03170529 0.03675427 0.02430527
 0.02289576 0.02230357]","[-1.00000e-09 -1.00000e-09 -1.00000e-09 -1.00000e-09 -1.00000e-09
 -1.00000e-09 -1.00000e-09 -1.00000e-09 -1.00000e-09 -1.00000e-09
 -1.00000e-09 -1.00000e-09 -1.00000e-09 -1.00000e-09 -1.00000e-09
 -1.00000e-09 -1.00000e-09 -1.00000e-09 -1.00000e-09 -1.00000e-09
 -1.00000e-09 -1.00000e-09 -1.00000e-09 -1.00000e-09 -1.00000e-09
 -1.00000e-09 -1.00000e-09 -1.00000e-09 -1.00000e-09  9.26996e-10
 -1.00000e-09 -1.00000e-09]","[ 1.00000e-09  1.00000e-09  1.00000e-09  1.00000e-09  1.00000e-09
  1.00000e-09  1.00000e-09  1.00000e-09 -1.00000e-09  1.00000e-09
  1.00000e-09  1.00000e-09  1.00000e-09  1.00000e-09  1.00000e-09
  1.00000e-09  1.00000e-09  1.00000e-09  1.00000e-09  1.00000e-09
  1.00000e-09  1.00000e-09  1.00000e-09  1.00000e-09  1.00000e-09
  1.00000e-09  1.00000e-09  1.00000e-09  1.00000e-09  9.26996e-10
  1.00000e-09  1.00000e-09]"
missing_mass,1,1.4727568626403809,1.6407769918441772,0.05413499474525452,-8.901978043596159e-10,-2.0208533457743982e-10,0.007275158539414406,4.2924530596621935e-10,9.674012702021173e-10,"[0.05298878 0.05736372 0.05626914 0.04711035 0.05937221 0.06521174
 0.04702606 0.0463941  0.05127115 0.0499206  0.05451803 0.04633287
 0.06502338 0.06155497 0.05936804 0.0637167  0.04753276 0.05404287
 0.0556774  0.04159254 0.05103929 0.05435865 0.04958211 0.06104314
 0.03998973 0.04814835 0.05305266 0.06116381 0.0691256  0.04892404
 0.04803603 0.06556898]","[-1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09  9.902005e-10
 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09  5.234698e-10 -1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09]","[-1.000000e-09 -1.000000e-09  1.000000e-09 -1.000000e-09  1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
  1.000000e-09  1.000000e-09  1.000000e-09  1.000000e-09 -9.902005e-10
 -1.000000e-09  1.000000e-09 -1.000000e-09  1.000000e-09 -1.000000e-09
  1.000000e-09 -1.000000e-09  1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09  5.234698e-10 -1.000000e-09 -1.000000e-09 -1.000000e-09
  1.000000e-09  1.000000e-09]"
missing_mass,2,1.6407769918441772,1.8223823547363285,0.026544269174337387,4.79017048249375e-10,6.223837001329002e-10,0.006602257024496794,8.570844034494485e-10,7.762913090125778e-10,"[0.0299041  0.03785474 0.02974599 0.03172449 0.00968674 0.03021985
 0.0264048  0.02638039 0.02379034 0.01763598 0.03016352 0.02330642
 0.02776818 0.02680288 0.02397407 0.02033798 0.03103857 0.02736368
 0.03353359 0.02820747 0.01702312 0.01381298 0.03375504 0.02679729
 0.02023344 0.04077636 0.02972701 0.03004993 0.01690752 0.02779198
 0.02513929 0.03155891]","[-9.9999997e-10 -9.9999997e-10  9.9999997e-10  9.9999997e-10
  9.9999997e-10 -9.9999997e-10 -9.5732977e-10  9.9999997e-10
  9.9999997e-10  8.7360730e-10  9.9999997e-10  9.9999997e-10
  9.9999997e-10  9.9999997e-10  9.9999997e-10  9.9999997e-10
  9.9999997e-10  4.1226897e-10  9.9999997e-10  9.9999997e-10
 -9.9999997e-10 -9.9999997e-10  9.9999997e-10  9.9999997e-10
  9.9999997e-10  9.9999997e-10 -9.9999997e-10  9.9999997e-10
 -9.9999997e-10  9.9999997e-10  9.9999997e-10  9.9999997e-10]","[ 1.000000e-09  1.000000e-09 -1.000000e-09  1.000000e-09  1.000000e-09
  1.000000e-09 -9.573298e-10  1.000000e-09 -1.000000e-09  8.736073e-10
  1.000000e-09  1.000000e-09  1.000000e-09  1.000000e-09  1.000000e-09
  1.000000e-09  1.000000e-09 -1.000000e-09 -1.000000e-09  1.000000e-09
  1.000000e-09  1.000000e-09 -1.000000e-09  1.000000e-09  1.000000e-09
  1.000000e-09  1.000000e-09  1.000000e-09  1.000000e-09  1.000000e-09
  1.000000e-09  1.000000e-09]"
missing_mass,3,1.8223823547363285,2.0088050365448002,0.03818655014038086,-1.2939249671717334e-10,1.8749998775824395e-10,0.006665841676294804,9.874664419484702e-10,9.822646029888915e-10,"[0.04140583 0.04407444 0.03752443 0.03804044 0.03679254 0.03240858
 0.03974334 0.04226112 0.03506454 0.02799997 0.02271564 0.02553144
 0.03091874 0.03935388 0.04280685 0.02923879 0.03783084 0.04423238
 0.03844174 0.03844295 0.04751836 0.03377136 0.0423791  0.04697967
 0.04820347 0.0345265  0.03522611 0.04683338 0.03981801 0.043656
 0.04869498 0.02953406]","[-1.000000e-09  1.000000e-09  1.000000e-09 -1.000000e-09  1.000000e-09
 -1.000000e-09 -1.000000e-09  1.000000e-09  1.000000e-09 -1.000000e-09
  1.000000e-09 -1.000000e-09 -1.000000e-09  8.594394e-10 -1.000000e-09
  1.000000e-09  1.000000e-09  1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09  1.000000e-09
 -1.000000e-09 -1.000000e-09  1.000000e-09 -1.000000e-09  1.000000e-09
  1.000000e-09 -1.000000e-09]","[ 1.e-09  1.e-09 -1.e-09  1.e-09  1.e-09  1.e-09  1.e-09  1.e-09 -1.e-09
 -1.e-09  1.e-09  1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09  1.e-09  1.e-09
  1.e-09  1.e-09  1.e-09 -1.e-09  1.e-09  1.e-09 -1.e-09  1.e-09 -1.e-09
 -1.e-09  1.e-09  1.e-09 -1.e-09 -1.e-09]"
missing_mass,4,2.0088050365448002,2.495670318603516,0.02761154994368553,-8.755233760204817e-10,-6.860731982527568e-10,0.009206792339682579,4.82100359633364e-10,7.256135692301768e-10,"[0.02320813 0.02658111 0.01891702 0.03724118 0.02153848 0.02527076
 0.03566541 0.03151916 0.0388574  0.03774089 0.02919181 0.02098401
 0.0345979  0.03188556 0.01952985 0.03264088 0.00647167 0.04126994
 0.03215277 0.02717986 0.03088054 0.0172359  0.02490952 0.03287544
 0.01206477 0.00646424 0.02685145 0.03777158 0.02300162 0.04163229
 0.03730479 0.02013367]","[-1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
  1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09  9.832516e-10 -1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09]","[ 1.000000e-09  1.000000e-09 -1.000000e-09 -9.543426e-10  1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09  1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09  1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09]"
pt,0,0.00048771032015793025,0.24376809895038604,0.020112892612814903,1.2616013789212843e-10,2.4999999292951713e-10,0.007296426221728325,9.908613929354715e-10,9.682458168569497e-10,"[0.00382818 0.03238596 0.02672076 0.01445387 0.02876858 0.01229771
 0.03139662 0.01711638 0.01574447 0.01171556 0.01601831 0.02255921
 0.01773432 0.01654304 0.02667649 0.02141326 0.02581172 0.00649445
 0.01950562 0.02460941 0.01341422 0.02798106 0.02766211 0.02300385
 0.02101538 0.02614422 0.01508564 0.01788393 0.01340973 0.02595946
 0.00995412 0.03030496]","[ 1.00000e-09  1.00000e-09  1.00000e-09 -1.00000e-09  1.00000e-09
 -1.00000e-09 -1.00000e-09  1.00000e-09  1.00000e-09  1.00000e-09
 -1.00000e-09 -1.00000e-09  1.00000e-09 -1.00000e-09 -9.62875e-10
  1.00000e-09 -1.00000e-09  1.00000e-09  1.00000e-09  1.00000e-09
 -1.00000e-09  1.00000e-09  1.00000e-09 -1.00000e-09  1.00000e-09
 -1.00000e-09 -1.00000e-09  1.00000e-09  1.00000e-09 -1.00000e-09
  1.00000e-09 -1.00000e-09]","[ 1.e-09  1.e-09 -1.e-09  1.e-09 -1.e-09 -1.e-09  1.e-09 -1.e-09  1.e-09
  1.e-09  1.e-09 -1.e-09  1.e-09  1.e-09  1.e-09 -1.e-09 -1.e-09 -1.e-09
  1.e-09 -1.e-09  1.e-09  1.e-09  1.e-09  1.e-09 -1.e-09  1.e-09 -1.e-09
  1.e-09 -1.e-09  1.e-09  1.e-09  1.e-09]"
pt,1,0.24376809895038604,0.34273970723152164,0.029888587072491646,2.4734003734039334e-10,5.624999355191562e-10,0.008043084293603897,9.662967093149177e-10,8.267972972930693e-10,"[0.04135577 0.03242823 0.03210095 0.02875991 0.03444992 0.02057164
 0.02736004 0.02775733 0.02354944 0.05248165 0.0188721  0.02875503
 0.03675814 0.02742664 0.03793326 0.0373603  0.02507822 0.0330334
 0.02166663 0.02614318 0.02994144 0.04402228 0.01291622 0.02806556
 0.02086085 0.03052306 0.02818826 0.02797451 0.02157095 0.0312908
 0.02447816 0.0427609 ]","[-9.9999997e-10  9.9999997e-10 -9.9999997e-10  9.9999997e-10
  9.1488156e-10  9.9999997e-10 -9.9999997e-10 -9.9999997e-10
  9.9999997e-10  9.9999997e-10 -9.9999997e-10 -9.9999997e-10
  9.9999997e-10  9.9999997e-10 -9.9999997e-10  9.9999997e-10
  9.9999997e-10  9.9999997e-10  9.9999997e-10  9.9999997e-10
 -9.9999997e-10  9.9999997e-10 -9.9999997e-10  9.9999997e-10
 -9.9999997e-10  9.9999997e-10  9.9999997e-10  9.9999997e-10
  9.9999997e-10  9.9999997e-10 -9.9999997e-10 -9.9999997e-10]","[ 1.e-09  1.e-09  1.e-09  1.e-09 -1.e-09  1.e-09  1.e-09  1.e-09  1.e-09
  1.e-09  1.e-09  1.e-09  1.e-09 -1.e-09  1.e-09  1.e-09  1.e-09  1.e-09
 -1.e-09  1.e-09 -1.e-09 -1.e-09  1.e-09  1.e-09  1.e-09  1.e-09  1.e-09
  1.e-09  1.e-09  1.e-09 -1.e-09 -1.e-09]"
pt,2,0.34273970723152164,0.4355104923248291,0.03569619357585907,-8.713454402453635e-10,2.804007026568911e-12,0.005177006125450134,4.791744223631156e-10,9.97253057910541e-10,"[0.03623411 0.0449671  0.03056364 0.0320566  0.04029912 0.04276142
 0.03478256 0.03415685 0.03265689 0.030725   0.03357014 0.03044048
 0.02846043 0.04722032 0.04625032 0.03994174 0.02936884 0.02910027
 0.03685632 0.02969841 0.03681513 0.03087472 0.04254317 0.03740049
 0.03363929 0.03211947 0.03332091 0.03275682 0.03841761 0.03948808
 0.04077417 0.03401774]","[-9.9999997e-10 -9.9999997e-10 -9.9999997e-10 -9.9999997e-10
 -9.9999997e-10 -9.9999997e-10 -9.9999997e-10 -9.9999997e-10
 -9.9999997e-10 -9.9999997e-10 -9.9999997e-10 -9.9999997e-10
  9.6301556e-10 -9.9999997e-10 -9.9999997e-10 -9.9999997e-10
 -9.9999997e-10 -9.9999997e-10 -9.9999997e-10 -9.9999997e-10
  9.9999997e-10 -9.9999997e-10 -9.9999997e-10 -9.9999997e-10
 -9.9999997e-10 -9.9999997e-10 -9.9999997e-10 -8.4606905e-10
 -9.9999997e-10 -9.9999997e-10 -9.9999997e-10 -9.9999997e-10]","[-1.000000e-09  1.000000e-09 -1.000000e-09 -1.000000e-09  1.000000e-09
 -9.472566e-10 -1.000000e-09 -1.000000e-09  1.000000e-09  1.000000e-09
 -1.000000e-09 -1.000000e-09 -9.630156e-10  1.000000e-09  1.000000e-09
  1.000000e-09 -1.000000e-09  1.000000e-09 -1.000000e-09  1.000000e-09
 -1.000000e-09 -1.000000e-09  1.000000e-09  1.000000e-09 -1.000000e-09
  1.000000e-09 -1.000000e-09 -1.000000e-09  1.000000e-09  1.000000e-09
  1.000000e-09  1.000000e-09]"
pt,3,0.4355104923248291,0.5507847785949707,0.0424780510365963,-7.783073074918434e-10,8.002977169851988e-10,0.007060411386191845,6.027144894282799e-10,5.809836500780818e-10,"[0.04107588 0.04142751 0.04042078 0.04641067 0.03985992 0.03864632
 0.03909196 0.05265195 0.04754997 0.0461327  0.03048395 0.04472249
 0.04021812 0.04675455 0.04101165 0.03132606 0.03168716 0.03525273
 0.03147956 0.05017497 0.0523982  0.03672149 0.05400853 0.04390547
 0.04506114 0.04987508 0.03310279 0.04824822 0.05148079 0.04892002
 0.03062887 0.04856809]","[-1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09  1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09  9.416445e-11 -1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09  1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09  1.000000e-09]","[ 1.000000e-09  1.000000e-09  1.000000e-09  1.000000e-09  7.792598e-10
  1.000000e-09  1.000000e-09  1.000000e-09  1.000000e-09  1.000000e-09
  1.000000e-09  1.000000e-09  1.000000e-09 -1.000000e-09  1.000000e-09
  1.000000e-09  1.000000e-09  1.000000e-09  1.000000e-09 -1.000000e-09
  1.000000e-09  1.000000e-09  1.000000e-09  1.000000e-09  1.000000e-09
  1.000000e-09  1.000000e-09  1.000000e-09  8.302682e-10  1.000000e-09
  1.000000e-09 -1.000000e-09]"
pt,4,0.5507847785949707,1.2464019060134888,0.03932763636112213,-8.840714826874319e-10,-1.8749998775824395e-10,0.009192072786390781,4.490146865432365e-10,9.822646029888915e-10,"[0.04548582 0.0410994  0.02091095 0.05582849 0.04155909 0.04606668
 0.04360221 0.05077004 0.03524457 0.03536289 0.03199917 0.04590486
 0.02970333 0.0362973  0.03542244 0.04592718 0.03809976 0.04177878
 0.03425243 0.03499436 0.05472447 0.04965923 0.03345762 0.03156201
 0.02818642 0.04606529 0.01868272 0.03795622 0.04608535 0.05138015
 0.02405815 0.04635709]","[-1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09  8.356873e-10 -1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09  8.740245e-10 -1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09]","[-1.e-09  1.e-09 -1.e-09 -1.e-09  1.e-09  1.e-09  1.e-09 -1.e-09  1.e-09
 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09
  1.e-09  1.e-09  1.e-09  1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09  1.e-09
  1.e-09  1.e-09 -1.e-09  1.e-09 -1.e-09]"
