axis,axis_bin,axis_min,axis_max,par_0,par_1,par_2,err_0,err_1,err_2,bootstraps_0,bootstraps_1,bootstraps_2
missing_mass,0,0.3313630223274231,1.4727568626403809,0.02963590994477272,1.069017444010889e-10,-7.055982464976296e-10,0.00543338805437088,9.812527457242481e-10,6.902289850785337e-10,"[0.02614316 0.03694628 0.02236194 0.03595914 0.02605359 0.03228276
 0.02251785 0.02146519 0.03364553 0.0295049  0.03117542 0.03590907
 0.02571017 0.02630422 0.04078844 0.02783742 0.03146517 0.02441795
 0.03289992 0.02841125 0.03774751 0.03114414 0.02548905 0.03122685
 0.01693263 0.03545187 0.02532498 0.03107981 0.02326204 0.03370422
 0.02977491 0.0354117 ]","[ 1.000000e-09 -1.000000e-09  1.000000e-09 -1.000000e-09 -1.000000e-09
  1.000000e-09 -1.000000e-09  1.000000e-09  4.208557e-10  1.000000e-09
 -1.000000e-09  1.000000e-09 -1.000000e-09 -1.000000e-09  1.000000e-09
  1.000000e-09 -1.000000e-09  1.000000e-09  1.000000e-09 -1.000000e-09
 -1.000000e-09  1.000000e-09 -1.000000e-09 -1.000000e-09  1.000000e-09
  1.000000e-09 -1.000000e-09  1.000000e-09  1.000000e-09 -1.000000e-09
  1.000000e-09  1.000000e-09]","[-1.000000e-09  1.000000e-09 -1.000000e-09 -1.000000e-09  1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09  4.208557e-10 -1.000000e-09
 -1.000000e-09  1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
  1.000000e-09 -1.000000e-09]"
missing_mass,1,1.4727568626403809,1.6407769918441772,0.052776459604501724,-9.374999665467953e-10,1.2499999646475857e-10,0.0077395751141011715,3.4798527948076696e-10,9.921568011606041e-10,"[0.05901154 0.04435632 0.05474813 0.04197785 0.05431766 0.0499429
 0.06575203 0.06426677 0.05071957 0.04350832 0.04722914 0.06364985
 0.05429986 0.04938082 0.04645578 0.04562081 0.05376968 0.04706674
 0.04435311 0.06142662 0.04098019 0.04646415 0.05019994 0.04591543
 0.05280696 0.04792167 0.06674311 0.06149275 0.06647211 0.05811547
 0.04788753 0.06199394]","[-1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09
 -1.e-09 -1.e-09  1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09
 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09
 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09]","[ 1.e-09  1.e-09 -1.e-09  1.e-09  1.e-09  1.e-09  1.e-09 -1.e-09  1.e-09
 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09  1.e-09  1.e-09 -1.e-09 -1.e-09
 -1.e-09 -1.e-09  1.e-09 -1.e-09  1.e-09  1.e-09 -1.e-09  1.e-09  1.e-09
  1.e-09  1.e-09 -1.e-09  1.e-09  1.e-09]"
missing_mass,2,1.6407769918441772,1.8223823547363285,0.04064291715621948,1.2236857360736764e-10,-6.856438750091343e-10,0.007683878764510155,9.89941684181872e-10,7.254588041405441e-10,"[0.04441539 0.02796725 0.05102453 0.04075365 0.03230544 0.04740528
 0.04686474 0.03874687 0.0347872  0.02903065 0.03219088 0.02597679
 0.03545162 0.04844424 0.04419294 0.04074138 0.03774356 0.03674378
 0.03929575 0.03684622 0.03171964 0.04970833 0.04936372 0.05564356
 0.03288829 0.03888156 0.04122882 0.05503907 0.0490652  0.04139118
 0.0377706  0.04694526]","[ 1.000000e-09  1.000000e-09 -1.000000e-09 -1.000000e-09  1.000000e-09
 -1.000000e-09  1.000000e-09 -1.000000e-09  1.000000e-09  1.000000e-09
  1.000000e-09  1.000000e-09 -1.000000e-09 -1.000000e-09  1.000000e-09
 -1.000000e-09 -1.000000e-09  1.000000e-09  9.157944e-10  1.000000e-09
  1.000000e-09  1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
  1.000000e-09  1.000000e-09  1.000000e-09 -1.000000e-09 -1.000000e-09
  1.000000e-09 -1.000000e-09]","[ 1.000000e-09 -1.000000e-09  1.000000e-09 -1.000000e-09 -1.000000e-09
  1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09 -9.406053e-10
 -1.000000e-09 -1.000000e-09 -1.000000e-09  1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09  1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09]"
missing_mass,3,1.8223823547363285,2.0088050365448002,0.05492173880338669,-9.999999717180685e-10,9.999999717180685e-10,0.006795440800487995,0.0,0.0,"[0.0472867  0.05659959 0.04848433 0.06040811 0.07419014 0.04487858
 0.04943827 0.06254867 0.06068486 0.05725849 0.04311159 0.05197183
 0.05938279 0.06148545 0.05302485 0.06322874 0.06300766 0.05990734
 0.04661237 0.0485445  0.05638753 0.05746935 0.05927402 0.05334809
 0.04520118 0.05529615 0.04780517 0.0572993  0.04991161 0.05532519
 0.04883924 0.059284  ]","[-1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09
 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09
 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09
 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09]","[1.e-09 1.e-09 1.e-09 1.e-09 1.e-09 1.e-09 1.e-09 1.e-09 1.e-09 1.e-09
 1.e-09 1.e-09 1.e-09 1.e-09 1.e-09 1.e-09 1.e-09 1.e-09 1.e-09 1.e-09
 1.e-09 1.e-09 1.e-09 1.e-09 1.e-09 1.e-09 1.e-09 1.e-09 1.e-09 1.e-09
 1.e-09 1.e-09]"
missing_mass,4,2.0088050365448002,2.495670318603516,0.02279648557305336,4.88875273596534e-10,1.088456547115868e-10,0.006840434391051531,8.600657408486256e-10,9.785779964133212e-10,"[0.03287446 0.03105045 0.01183395 0.02084238 0.02054161 0.01586252
 0.02949953 0.02086742 0.02312403 0.01058254 0.02369524 0.02256775
 0.02864837 0.02810882 0.02365777 0.01486876 0.04103527 0.02045499
 0.02043327 0.01482035 0.02781428 0.02659857 0.0206311  0.02164838
 0.02943843 0.0240509  0.02285468 0.02456318 0.02855011 0.00608474
 0.01943198 0.02245168]","[ 9.9999997e-10 -9.9999997e-10  9.9999997e-10 -9.7027830e-10
  9.9999997e-10  6.1428707e-10  9.9999997e-10  9.9999997e-10
  9.9999997e-10  9.9999997e-10  9.9999997e-10  9.9999997e-10
  9.9999997e-10  9.9999997e-10 -9.9999997e-10 -9.9999997e-10
 -9.9999997e-10  9.9999997e-10 -9.9999997e-10  9.9999997e-10
  9.9999997e-10  9.9999997e-10  9.9999997e-10  9.9999997e-10
  9.9999997e-10  9.9999997e-10 -9.9999997e-10  9.9999997e-10
  9.9999997e-10  9.9999997e-10  9.9999997e-10 -9.9999997e-10]","[ 9.9999997e-10  9.9999997e-10  9.9999997e-10 -9.7027830e-10
 -9.9999997e-10  6.1428707e-10 -9.9999997e-10 -9.9999997e-10
 -9.9999997e-10  9.9999997e-10 -9.9999997e-10 -9.9999997e-10
 -9.9999997e-10  9.9999997e-10  9.9999997e-10  9.9999997e-10
  9.9999997e-10 -9.9999997e-10  9.9999997e-10 -9.9999997e-10
 -9.9999997e-10 -9.9999997e-10  9.9999997e-10 -9.9999997e-10
  9.9999997e-10  9.9999997e-10  9.9999997e-10  9.9999997e-10
 -9.9999997e-10  9.9999997e-10  9.9999997e-10  8.3905238e-10]"
pt,0,0.00048771032015793025,0.24376809895038604,0.048378899693489075,-4.374999806877611e-10,6.938893903907228e-18,0.008001253940165043,8.992183664346953e-10,9.999999717180685e-10,"[0.03380812 0.05253743 0.04550907 0.05107143 0.03840152 0.05402827
 0.04604317 0.05954294 0.04729801 0.05531036 0.04017238 0.05143432
 0.06478579 0.05477968 0.04506267 0.04440536 0.04884573 0.05405837
 0.04455034 0.03758613 0.05392674 0.04479426 0.05794836 0.04684463
 0.05205058 0.02876321 0.05768334 0.05081426 0.03961578 0.05722851
 0.05181412 0.03740984]","[ 1.e-09  1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09
 -1.e-09  1.e-09 -1.e-09 -1.e-09  1.e-09 -1.e-09  1.e-09  1.e-09 -1.e-09
 -1.e-09  1.e-09 -1.e-09  1.e-09 -1.e-09 -1.e-09 -1.e-09  1.e-09 -1.e-09
 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09]","[-1.e-09 -1.e-09 -1.e-09  1.e-09 -1.e-09  1.e-09 -1.e-09  1.e-09  1.e-09
 -1.e-09  1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09  1.e-09
  1.e-09 -1.e-09  1.e-09 -1.e-09 -1.e-09  1.e-09  1.e-09  1.e-09  1.e-09
  1.e-09  1.e-09 -1.e-09  1.e-09  1.e-09]"
pt,1,0.24376809895038604,0.34273970723152164,0.04343023896217346,-8.130692785712768e-10,-1.8750000163603175e-10,0.006363311782479286,5.811969794322636e-10,9.822646029888915e-10,"[0.04218758 0.03820952 0.04487737 0.03624451 0.0528237  0.04406698
 0.05236408 0.04732383 0.04254019 0.04167236 0.03547598 0.03225788
 0.03621326 0.05099333 0.04250611 0.05807494 0.05363898 0.04763843
 0.03754622 0.04385177 0.04402885 0.04224715 0.04264254 0.04063769
 0.04696094 0.04746723 0.03689835 0.03697344 0.05101923 0.03470233
 0.03582274 0.0498602 ]","[-1.000000e-09 -1.000000e-09 -1.000000e-09  1.000000e-09  9.817818e-10
 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09  1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09]","[-1.e-09  1.e-09  1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09
 -1.e-09  1.e-09 -1.e-09  1.e-09  1.e-09  1.e-09 -1.e-09 -1.e-09 -1.e-09
  1.e-09  1.e-09 -1.e-09 -1.e-09  1.e-09  1.e-09 -1.e-09  1.e-09 -1.e-09
  1.e-09 -1.e-09 -1.e-09 -1.e-09  1.e-09]"
pt,2,0.34273970723152164,0.4355104923248291,0.02953854575753212,-8.749999613755222e-10,1.2499999646475857e-10,0.005872136447578669,4.841229084284748e-10,9.921566901383017e-10,"[0.03556438 0.02037982 0.03416829 0.03508818 0.0290751  0.03823063
 0.03029239 0.02492445 0.0280686  0.03352937 0.02990743 0.02862015
 0.01771729 0.03642918 0.01972519 0.0336384  0.02920444 0.04176665
 0.0159996  0.03034686 0.02463791 0.02822306 0.02563562 0.03241596
 0.02871501 0.03046232 0.02794311 0.03600228 0.03020926 0.03513885
 0.02234286 0.03083087]","[-1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09
  1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09
 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09
 -1.e-09  1.e-09 -1.e-09 -1.e-09 -1.e-09]","[-1.e-09 -1.e-09  1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09  1.e-09  1.e-09
  1.e-09  1.e-09 -1.e-09  1.e-09  1.e-09  1.e-09 -1.e-09 -1.e-09 -1.e-09
  1.e-09 -1.e-09  1.e-09  1.e-09  1.e-09  1.e-09  1.e-09  1.e-09 -1.e-09
  1.e-09 -1.e-09 -1.e-09  1.e-09  1.e-09]"
pt,3,0.4355104923248291,0.5507847785949707,0.045272670686244965,-3.749999755164879e-10,-4.99999930347883e-10,0.008309231139719486,9.270247902648521e-10,8.660253625336622e-10,"[0.03945365 0.03541613 0.05463899 0.04115287 0.04855748 0.03833328
 0.03787558 0.03982275 0.05681768 0.04192339 0.02693012 0.06141971
 0.05467378 0.04475228 0.04165245 0.04750467 0.04759742 0.05689554
 0.05280454 0.04726527 0.0480974  0.03522753 0.03137358 0.04772839
 0.031501   0.0593647  0.05192613 0.04544378 0.05017127 0.04133725
 0.04599896 0.04506793]","[-1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09
  1.e-09 -1.e-09  1.e-09  1.e-09  1.e-09  1.e-09  1.e-09 -1.e-09 -1.e-09
 -1.e-09 -1.e-09 -1.e-09  1.e-09 -1.e-09 -1.e-09  1.e-09  1.e-09 -1.e-09
 -1.e-09  1.e-09 -1.e-09 -1.e-09 -1.e-09]","[-1.e-09 -1.e-09 -1.e-09  1.e-09 -1.e-09  1.e-09 -1.e-09 -1.e-09 -1.e-09
 -1.e-09 -1.e-09  1.e-09 -1.e-09 -1.e-09  1.e-09 -1.e-09  1.e-09 -1.e-09
  1.e-09 -1.e-09 -1.e-09 -1.e-09  1.e-09 -1.e-09 -1.e-09 -1.e-09  1.e-09
 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09]"
pt,4,0.5507847785949707,1.2464019060134888,0.03635465353727341,-3.124999703452147e-10,-1.292297657773389e-10,0.007707484066486359,9.499177000549253e-10,9.864972172479725e-10,"[0.032697   0.04161546 0.0486398  0.03328735 0.04349466 0.04937847
 0.0438985  0.03107741 0.0334375  0.03652959 0.03951899 0.03310486
 0.03225789 0.02705978 0.04637242 0.04976032 0.03508761 0.01394833
 0.03042011 0.04695613 0.03834717 0.03927837 0.03046315 0.03830801
 0.03081588 0.03765245 0.04168081 0.02863792 0.03131138 0.02510817
 0.03469861 0.03850476]","[-1.e-09  1.e-09 -1.e-09  1.e-09 -1.e-09 -1.e-09 -1.e-09  1.e-09 -1.e-09
 -1.e-09  1.e-09 -1.e-09  1.e-09 -1.e-09 -1.e-09 -1.e-09  1.e-09  1.e-09
 -1.e-09 -1.e-09 -1.e-09 -1.e-09  1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09
  1.e-09 -1.e-09  1.e-09 -1.e-09  1.e-09]","[ 1.000000e-09 -1.000000e-09  1.000000e-09 -1.000000e-09  1.000000e-09
  1.000000e-09  1.000000e-09 -1.000000e-09  1.000000e-09  1.000000e-09
 -1.000000e-09  8.452609e-10 -1.000000e-09 -1.000000e-09  1.000000e-09
  1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09  1.000000e-09 -1.000000e-09  1.000000e-09 -1.000000e-09
 -1.000000e-09  1.000000e-09 -1.000000e-09 -9.806137e-10 -1.000000e-09
 -1.000000e-09  1.000000e-09]"
