axis,axis_bin,axis_min,axis_max,par_0,par_1,par_2,err_0,err_1,err_2,bootstraps_0,bootstraps_1,bootstraps_2
missing_mass,0,0.3313630223274231,1.4727568626403809,0.041903525590896606,1.5976683864771246e-10,2.8476687674583445e-10,0.006551288068294525,9.714011817152368e-10,9.42365963041425e-10,"[0.04781584 0.04209245 0.03611376 0.0335091  0.04694276 0.04288127
 0.03038969 0.0492963  0.04121009 0.04807859 0.04777688 0.05225572
 0.04230725 0.04296051 0.04131879 0.05029587 0.04088913 0.05250137
 0.03685932 0.03599371 0.04138957 0.03666465 0.04369481 0.03982866
 0.04370184 0.03809259 0.04524893 0.04664682 0.03750395 0.03363964
 0.02304819 0.04996473]","[ 1.000000e-09  1.000000e-09  1.000000e-09 -1.000000e-09 -1.000000e-09
  1.000000e-09  1.000000e-09 -1.000000e-09  1.000000e-09  1.000000e-09
  1.000000e-09 -1.000000e-09  1.000000e-09 -1.000000e-09  1.125394e-10
  1.000000e-09  1.000000e-09  1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09  1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09  1.000000e-09  1.000000e-09 -1.000000e-09  1.000000e-09
  1.000000e-09  1.000000e-09]","[-1.000000e-09 -1.000000e-09  1.000000e-09  1.000000e-09  1.000000e-09
 -1.000000e-09  1.000000e-09  1.000000e-09 -1.000000e-09  1.000000e-09
  1.000000e-09  1.000000e-09 -1.000000e-09 -1.000000e-09  1.125394e-10
  1.000000e-09 -1.000000e-09  1.000000e-09 -1.000000e-09  1.000000e-09
  1.000000e-09  1.000000e-09  1.000000e-09  1.000000e-09  1.000000e-09
  1.000000e-09 -1.000000e-09  1.000000e-09 -1.000000e-09 -1.000000e-09
  1.000000e-09  1.000000e-09]"
missing_mass,1,1.4727568626403809,1.6407769918441772,0.04050048068165779,-5.050636575631984e-10,-4.6401910092086496e-12,0.0074306963942945,8.576733767640121e-10,9.949020496335947e-10,"[0.05300703 0.05668009 0.02940886 0.03657626 0.03561733 0.03218459
 0.0489388  0.03907799 0.05267778 0.03593581 0.04296464 0.04591957
 0.03946664 0.03923499 0.04985236 0.04862357 0.03660765 0.02940378
 0.04869469 0.04769397 0.03399481 0.04792875 0.0407925  0.03918725
 0.02980382 0.0393538  0.03295898 0.03812076 0.04135366 0.03547781
 0.02953623 0.0389406 ]","[-9.9999997e-10 -9.9999997e-10  9.9999997e-10  9.9999997e-10
  9.9999997e-10  9.9999997e-10 -9.9999997e-10  8.3796076e-10
 -9.9999997e-10 -9.9999997e-10 -9.9999997e-10 -9.9999997e-10
  9.9999997e-10 -9.9999997e-10 -9.9999997e-10 -9.9999997e-10
 -9.9999997e-10  9.9999997e-10 -9.9999997e-10 -9.9999997e-10
 -9.9999997e-10 -9.9999997e-10 -9.9999997e-10 -9.9999997e-10
 -9.9999997e-10 -9.9999997e-10 -9.9999997e-10 -9.9999997e-10
 -9.9999997e-10  9.9999997e-10 -9.9999997e-10 -9.9999997e-10]","[ 9.9999997e-10  9.9999997e-10 -9.9999997e-10  9.9999997e-10
  9.9999997e-10  9.9999997e-10 -9.8644659e-10  8.3796076e-10
 -9.9999997e-10  9.9999997e-10  9.9999997e-10 -9.9999997e-10
 -9.9999997e-10  9.9999997e-10  9.9999997e-10  9.9999997e-10
 -9.9999997e-10 -9.9999997e-10  9.9999997e-10 -9.9999997e-10
 -9.9999997e-10 -9.9999997e-10  9.9999997e-10 -9.9999997e-10
  9.9999997e-10 -9.9999997e-10 -9.9999997e-10 -9.9999997e-10
 -9.9999997e-10 -9.9999997e-10  9.9999997e-10  9.9999997e-10]"
missing_mass,2,1.6407769918441772,1.8223823547363285,0.038894206285476685,-7.66902430449079e-10,9.212147711323837e-10,0.007110192906111479,6.219888493141923e-10,3.554894989488133e-10,"[0.03885689 0.04854898 0.04185189 0.05014869 0.03550201 0.03149642
 0.02735741 0.04315573 0.0464263  0.03981119 0.02419562 0.03933764
 0.02584568 0.02952832 0.0527801  0.04491021 0.04736008 0.04427768
 0.03553421 0.04727315 0.03629854 0.04035903 0.03860509 0.04709875
 0.03868299 0.03336866 0.03846551 0.02998936 0.0391632  0.03348751
 0.03534493 0.03955279]","[-1.000000e-09 -1.000000e-09  9.901239e-10 -1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09  4.689976e-10
 -1.000000e-09 -1.000000e-09 -1.000000e-09  1.000000e-09  1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09]","[ 1.000000e-09  1.000000e-09 -9.901239e-10  1.000000e-09  1.000000e-09
  1.000000e-09  1.000000e-09  1.000000e-09  1.000000e-09  1.000000e-09
  1.000000e-09  1.000000e-09  1.000000e-09  1.000000e-09  1.000000e-09
  1.000000e-09  1.000000e-09  1.000000e-09  1.000000e-09  4.689976e-10
  1.000000e-09  1.000000e-09  1.000000e-09  1.000000e-09  1.000000e-09
  1.000000e-09  1.000000e-09  1.000000e-09  1.000000e-09  1.000000e-09
  1.000000e-09  1.000000e-09]"
missing_mass,3,1.8223823547363285,2.0088050365448002,0.025445155799388885,-6.290971077405061e-10,-8.749999613755222e-10,0.007987680844962597,7.723176542739907e-10,4.841229084284748e-10,"[0.02195325 0.02136499 0.02204316 0.03205394 0.02797448 0.01775316
 0.00651918 0.01630764 0.02878    0.041565   0.02369813 0.02228804
 0.02706024 0.01403293 0.04003942 0.02959011 0.02704183 0.01936428
 0.02540383 0.02122117 0.03440301 0.02819579 0.01529494 0.02213753
 0.03096655 0.02204547 0.02340328 0.01658563 0.04157586 0.02587526
 0.03682927 0.03087758]","[-1.000000e-09  1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09  1.000000e-09  1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09  1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09  8.833040e-10 -1.000000e-09
 -1.000000e-09  9.855874e-10]","[-1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09
 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09
 -1.e-09 -1.e-09 -1.e-09  1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09
 -1.e-09 -1.e-09 -1.e-09  1.e-09 -1.e-09]"
missing_mass,4,2.0088050365448002,2.495670318603516,0.007669094018638134,-2.5027951933154213e-10,6.249999406904294e-10,0.007125467527657747,9.678861045969711e-10,7.806247315222947e-10,"[ 0.01628838  0.01075035  0.00743577  0.00916892  0.00872546 -0.00745285
  0.00254853  0.00275699  0.01819995  0.00967893 -0.00239257  0.02724393
  0.01060456 -0.00045369  0.00524523  0.0060006   0.00323295  0.01264832
 -0.00210035  0.01554475 -0.00109904  0.01090904  0.00352912  0.01292444
  0.00529396  0.00596956  0.00967645  0.01587452  0.01792689  0.00557345
  0.00208502  0.00307344]","[-1.000000e-09  1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
  1.000000e-09 -1.000000e-09  1.000000e-09 -1.000000e-09 -1.000000e-09
  1.000000e-09 -1.000000e-09 -1.000000e-09  1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09  1.000000e-09  1.000000e-09  1.000000e-09
  1.000000e-09 -1.000000e-09  1.000000e-09 -1.000000e-09 -1.000000e-09
 -1.000000e-09  1.000000e-09 -1.000000e-09 -1.000000e-09  9.910555e-10
 -1.000000e-09 -1.000000e-09]","[ 1.e-09  1.e-09  1.e-09  1.e-09  1.e-09 -1.e-09 -1.e-09  1.e-09  1.e-09
  1.e-09 -1.e-09  1.e-09  1.e-09 -1.e-09  1.e-09  1.e-09  1.e-09  1.e-09
 -1.e-09  1.e-09 -1.e-09  1.e-09  1.e-09  1.e-09  1.e-09  1.e-09  1.e-09
  1.e-09  1.e-09  1.e-09  1.e-09  1.e-09]"
pt,0,0.00048771032015793025,0.24376809895038604,0.010591713711619377,-9.999999717180685e-10,-3.749999755164879e-10,0.0056149098090827465,0.0,9.270247347537008e-10,"[0.00795823 0.01097992 0.01610128 0.02028391 0.01815612 0.00367056
 0.01716255 0.02184695 0.00121489 0.0191176  0.0105151  0.00475702
 0.00669773 0.00575549 0.01452124 0.01106254 0.01680571 0.0073287
 0.00732242 0.01221895 0.00546417 0.00983322 0.00328512 0.01462188
 0.01304923 0.00059159 0.014468   0.00673417 0.01186503 0.00416275
 0.00789693 0.01348583]","[-1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09
 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09
 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09
 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09]","[-1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09  1.e-09  1.e-09 -1.e-09 -1.e-09
 -1.e-09 -1.e-09 -1.e-09  1.e-09  1.e-09  1.e-09 -1.e-09  1.e-09 -1.e-09
 -1.e-09 -1.e-09  1.e-09  1.e-09 -1.e-09 -1.e-09  1.e-09  1.e-09 -1.e-09
 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09]"
pt,1,0.24376809895038604,0.34273970723152164,0.027708625420928,-4.0015341040700037e-10,9.74846536827556e-10,0.005842472426593304,8.966353215456024e-10,1.1726836168790555e-10,"[0.02726264 0.02344234 0.03334936 0.02964849 0.03852496 0.02672208
 0.02926519 0.03906549 0.03153438 0.02035033 0.02476215 0.0258344
 0.03476232 0.02019271 0.02793279 0.03615725 0.03204527 0.03014167
 0.02416642 0.0201826  0.02817457 0.0293109  0.02885238 0.0248096
 0.01978152 0.0317862  0.02440192 0.02885176 0.03575141 0.02731115
 0.01585014 0.01645162]","[ 8.5866386e-10 -9.9999997e-10 -9.9999997e-10 -9.9999997e-10
 -9.9999997e-10 -9.9999997e-10 -9.9999997e-10  3.3642622e-10
  9.9999997e-10 -9.9999997e-10 -9.9999997e-10 -9.9999997e-10
 -9.9999997e-10 -9.9999997e-10  9.9999997e-10  9.9999997e-10
 -9.9999997e-10 -9.9999997e-10 -9.9999997e-10  9.9999997e-10
 -9.9999997e-10 -9.9999997e-10  9.9999997e-10 -9.9999997e-10
  9.9999997e-10 -9.9999997e-10  9.9999997e-10 -9.9999997e-10
 -9.9999997e-10 -9.9999997e-10  9.9999997e-10 -9.9999997e-10]","[8.5866386e-10 9.9999997e-10 9.9999997e-10 9.9999997e-10 9.9999997e-10
 9.9999997e-10 9.9999997e-10 3.3642622e-10 9.9999997e-10 9.9999997e-10
 9.9999997e-10 9.9999997e-10 9.9999997e-10 9.9999997e-10 9.9999997e-10
 9.9999997e-10 9.9999997e-10 9.9999997e-10 9.9999997e-10 9.9999997e-10
 9.9999997e-10 9.9999997e-10 9.9999997e-10 9.9999997e-10 9.9999997e-10
 9.9999997e-10 9.9999997e-10 9.9999997e-10 9.9999997e-10 9.9999997e-10
 9.9999997e-10 9.9999997e-10]"
pt,2,0.34273970723152164,0.4355104923248291,0.026648540049791336,-8.12499956204249e-10,9.999999717180685e-10,0.008167834021151066,5.829611793295442e-10,0.0,"[0.01530836 0.0354962  0.02315407 0.0206506  0.02066746 0.02159384
 0.03235492 0.02169652 0.01892001 0.00486494 0.02838157 0.03599244
 0.01711838 0.03181699 0.03754962 0.03380887 0.02013145 0.03789679
 0.03455878 0.02997904 0.01445421 0.03613549 0.02677585 0.0279863
 0.01905864 0.03308885 0.02924846 0.02222122 0.03469657 0.03931196
 0.02440912 0.0234258 ]","[-1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09  1.e-09 -1.e-09 -1.e-09 -1.e-09
 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09  1.e-09 -1.e-09 -1.e-09 -1.e-09
 -1.e-09 -1.e-09 -1.e-09  1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09
 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09]","[1.e-09 1.e-09 1.e-09 1.e-09 1.e-09 1.e-09 1.e-09 1.e-09 1.e-09 1.e-09
 1.e-09 1.e-09 1.e-09 1.e-09 1.e-09 1.e-09 1.e-09 1.e-09 1.e-09 1.e-09
 1.e-09 1.e-09 1.e-09 1.e-09 1.e-09 1.e-09 1.e-09 1.e-09 1.e-09 1.e-09
 1.e-09 1.e-09]"
pt,3,0.4355104923248291,0.5507847785949707,0.0429554209113121,4.26907592609993e-10,-3.1294294933204014e-10,0.005797587800770998,8.945141294347536e-10,9.49308631703616e-10,"[0.04954767 0.03450562 0.05684244 0.04159078 0.03146454 0.04674754
 0.04488481 0.04343114 0.03787391 0.03779513 0.03944851 0.03573534
 0.04335468 0.04011716 0.04242716 0.04101712 0.05187614 0.04886834
 0.04245521 0.03437674 0.04495593 0.04291619 0.04835419 0.03657003
 0.03439883 0.0480422  0.04408541 0.04702414 0.04234013 0.04665289
 0.05258806 0.04228541]","[-1.000000e-09  1.000000e-09  1.000000e-09 -1.000000e-09  1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09  1.000000e-09  1.000000e-09
  1.000000e-09  1.000000e-09  1.000000e-09  1.000000e-09 -1.000000e-09
  1.000000e-09  1.000000e-09  1.000000e-09  1.000000e-09  1.000000e-09
  1.000000e-09  1.000000e-09  1.000000e-09  1.000000e-09 -1.000000e-09
  1.000000e-09 -1.000000e-09  6.610442e-10  1.000000e-09  1.000000e-09
 -1.000000e-09  1.000000e-09]","[ 1.000000e-09  1.000000e-09 -1.000000e-09  9.858248e-10 -1.000000e-09
 -1.000000e-09  1.000000e-09 -1.000000e-09  1.000000e-09 -1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09
  1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09  1.000000e-09
 -1.000000e-09 -1.000000e-09 -1.000000e-09 -1.000000e-09  1.000000e-09
  1.000000e-09  1.000000e-09 -1.000000e-09 -1.000000e-09  1.000000e-09
 -1.000000e-09 -1.000000e-09]"
pt,4,0.5507847785949707,1.2464019060134888,0.04204327613115311,-3.749999755164879e-10,-9.999999717180685e-10,0.00769871985539794,9.270247347537008e-10,0.0,"[0.03603398 0.0408434  0.04633265 0.02632434 0.04722427 0.05011604
 0.04478277 0.03625308 0.03371117 0.03962231 0.04851305 0.04722206
 0.03491642 0.03567652 0.03657271 0.04857797 0.05249613 0.04728406
 0.03890635 0.03227582 0.0435317  0.03436428 0.03376075 0.04356736
 0.04196226 0.05910238 0.04813161 0.05036108 0.04341256 0.03907475
 0.05582714 0.02860382]","[ 1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09  1.e-09  1.e-09 -1.e-09 -1.e-09
  1.e-09 -1.e-09 -1.e-09 -1.e-09  1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09
  1.e-09 -1.e-09  1.e-09 -1.e-09  1.e-09 -1.e-09  1.e-09 -1.e-09 -1.e-09
 -1.e-09 -1.e-09 -1.e-09  1.e-09 -1.e-09]","[-1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09
 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09
 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09
 -1.e-09 -1.e-09 -1.e-09 -1.e-09 -1.e-09]"
